comment,category,tag,keywords
以前、リッツのチーズサンドがいつも在庫切れだとアンケートに上げたら、最近はいつも購入できて嬉しいです 対応していただきありがとうございます 物価高の昨今、お買い得な商品が多いドンキに助けられています 今後も良心的な価格設定をお願いします 。,商品,商品在庫,"['リッツ', 'チーズサンド', '在庫切れ', '購入', '嬉しい', '物価高', 'お買い得', 'ドンキ', '価格設定']"
消費期限が近いものが特に安くなっていて それに出会えたらラッキー とってもお得 。,商品,デイリー,"['消費期限', '安くなっている', 'ラッキー', 'お得']"
レジの方の対応がとても良かったです 。,サービス・設備,接客態度,"['レジ', '対応', '良かった']"
花王のキッチンハイターを購入したかったのだが、ドンキホーテオリジナル商品の情熱価格のキッチンブリーチしか置かれていなかった また花王のキッチンハイターも置いて欲しい 。,商品,ホームグッズ,"['花王', 'キッチンハイター', 'ドンキホーテ', 'キッチンブリーチ']"
更新されたアプリが使いにくい 使いにく更新するってどういうこと？。,サービス・設備,商品知識,"['アプリ', '使いにくい', '更新']"
ドンキさんはどこのお店の人も優しいです 。,サービス・設備,接客態度,"['ドンキ', '優しい']"
店員さんは親切ですが商品について聞きたいことがあつてもだれもいなくて探すのに時間がかかります 店員を増やしてほしい 又野菜類が他の店に比べると値段が高いと思います 。,サービス・設備,接客態度,"['店員さん', '親切']"
店に置いてある、割引クーポン券がとれる機械ですが、夕方いくと、何もチケットがなくていつもがっかりです 枚数増やしてください 。,サービス・設備,割引サービス,"['割引クーポン券', '機械', 'チケット', '枚数増やしてください']"
訪問時の店員さんはいつもみんな親切な方ばかりです 。,サービス・設備,接客態度,['親切']
急いでいる時に探している商品が移動していると見付けにくいです 。,商品,商品陳列,"['急いでいる', '移動している', '見つけにくい']"
検査キットが欲しくてmajicaに強制的に登録させられ、折角だから、５%offのクーポン使いたくて初めてクーポン使うし定員に声かけてって書いてあったから聞いたらバーコードの画面で良いですって言われ、レシート見たら５%offはされてなくて他のクーポンは何個か使えてた クーポンの機能事態も使いにくいけど、定員の対応もめんどくさそうだし、スキャンした後のカゴに物を入れるのも雑でバッテリーに関しては、投げた？って思う入れ方で凄く不愉快でした クーポンの使用方法の改善も検討お願いします 。,サービス・設備,割引サービス,"['検査キット', '登録', 'クーポン', '定員', 'バーコード', 'レシート', 'カゴ', 'バッテリー']"
店舗によって取扱品が変わる 。,商品,商品在庫,"['取扱品', '変わる']"
皆さん、優しいですよ 。,サービス・設備,接客態度,['優しい']
変わらず。,商品,商品在庫,['変わらず']
ラーメンの麺を買いに行ったらなかったです。,商品,商品在庫,"['ラーメン', '麺', '買いに行った']"
駐車場もとても綺麗で使いやすいです！。,サービス・設備,駐車場,"['綺麗', '使いやすい']"
ビールがもうすぐ値上げするのでレジの前に置いてもらって助かります 。,商品,デイリー,"['ビール', '値上げ']"
アプリのデジタルクーポンの先着数をもっと増やして欲しいです 。,サービス・設備,割引サービス,"['デジタルクーポン', '先着数', '増やす']"
レジのAさんの対応はとても良かった 。,サービス・設備,接客態度,"['レジ', 'Aさん', '対応', '良かった']"
丸美屋の三食ふりかけを置いて欲しいです 。,商品,デイリーグッズ,"['丸美屋', '三食ふりかけ']"
欲しい商品の場所を店員さんに尋ねたら、一緒に探してくれた 見当たらなかった時に「申し訳ありません」と丁寧に対応してくれた 。,サービス・設備,接客態度,"['欲しい商品', '店員さん', '尋ねた', '一緒に探してくれた', '見当たらなかった', '申し訳ありません', '丁寧に対応']"
前のお客さんが、クーポンが使えないとか言っていて1点の買い物なのにすごく待たされた。,サービス・設備,レジ処理の速度,"['クーポン', '使えない', '待たされた']"
駐車場の警備員がクソ態度悪い,サービス・設備,駐車場,"['警備員', '態度']"
やしたてビザが食べたいです 。,商品,フード＆ドリンク,['やしたてビザ']
入り口を広くしてほしいです。,サービス・設備,店内レイアウト,"['入り口', '広く']"
特になし と言いたいところですが、気の利いたラインナップとニベアのデカ缶、またよろしくお願いします。,商品,デイリーグッズ,"['ラインナップ', 'ニベア', 'デカ缶']"
このくじ、ほんとに当たらない。,サービス・設備,その他サービス,"['くじ', '当たらない']"
初めて行きましたがいい意味で倉庫みたいな雰囲気があり、安いんだろうなという空気が出ていてまたそれを裏切らない価格だったので良かったです 。,サービス・設備,商品価格,"['倉庫', '安い', '価格']"
すれ違うのがギリギリ。,サービス・設備,駐車場,"['すれ違う', 'ギリギリ']"
お昼時間なのにレジが3ヵ所しか開いてなくて、どこも前に8人位ならんでいました！。,サービス・設備,レジ処理の速度,"['お昼時間', 'レジ', '開いてない', '前に並んでいる']"
2階のトイレの個室電気つけて下さい 暗くて一階に戻りました 。,サービス・設備,トイレ設備,"['2階', 'トイレ', '個室', '電気', '暗い']"
視力増加の眼鏡、1400円位の、計5本買ったが、質が悪くて、フレームの下が、亀裂が入って同じ場所が、壊れた 値段相応だが、もう少し値段が高くても、レンズのズレも無く、耐久性がある同じ見た目のものがあると、助かります ^_^。,商品,ホームグッズ,"['眼鏡', '視力増加', '値段', '質', 'フレーム', '亀裂', '壊れた', 'レンズ', 'ズレ', '耐久性', '見た目']"
エゴマの葉を置いて欲しいです。,商品,デイリー,"['エゴマ', '葉']"
